gene_name,uniprot_entry,seq_length,saps_propensity,pdps_propensity,mix_ps_propensity,saps_psregion_length,pdps_psregion_length,mix_psregion_length
UPK2,UPK2_HUMAN,184,4.3500163e-06,1.3044742e-05,0.018166909,0,0,0
CHL1,NCHL1_HUMAN,1208,0.006831822,0.005567296,0.19553715,0,0,0
PES1,PESC_HUMAN,588,0.3528091,0.60087216,0.68037623,33,128,106
DLL1,DLL1_HUMAN,723,0.15135626,0.02599059,0.22016582,0,0,0
CACNA1A,CAC1A_HUMAN,2506,0.83669937,0.6351928,0.76423013,593,73,759
EBAG9,RCAS1_HUMAN,213,0.14221331,0.22277436,0.52269554,0,0,52
SDCBP,SDCB1_HUMAN,298,0.18147174,0.49997726,0.57269317,0,0,59
PITPNM1,PITM1_HUMAN,1244,0.22835168,0.59720606,0.565398,0,160,66
MPHOSPH10,MPP10_HUMAN,681,0.14286801,0.6048652,0.45132303,0,57,0
NOP56,NOP56_HUMAN,594,0.13515455,0.47676525,0.54973185,0,0,39
DDX3X,DDX3X_HUMAN,662,0.7342193,0.09913765,0.80912906,101,0,172
CXCR6,CXCR6_HUMAN,342,0.0002522108,5.52284e-06,0.008767839,0,0,0
RNASET2,RNT2_HUMAN,256,0.018421624,0.0026490113,0.08712912,0,0,0
CCL21,CCL21_HUMAN,134,0.023365539,0.00023826023,0.17930236,0,0,0
MFNG,MFNG_HUMAN,321,0.00010252146,0.0006418601,0.03314901,0,0,0
ACKR2,ACKR2_HUMAN,384,0.00055819855,7.5941753e-06,0.010479284,0,0,0
GABRP,GBRP_HUMAN,440,0.00010045463,0.0005362008,0.022354065,0,0,0
PODXL,PODXL_HUMAN,558,0.15302579,0.2545507,0.2384003,0,0,0
FCN1,FCN1_HUMAN,326,0.14729992,0.07308099,0.2462658,0,0,0
CCN1,CCN1_HUMAN,381,0.009972066,0.0046929754,0.16342653,0,0,0
PEX12,PEX12_HUMAN,359,0.0005696136,0.02422389,0.04558757,0,0,0
SLC17A2,NPT3_HUMAN,439,0.0004533013,0.0006269983,0.03872394,0,0,0
PIR,PIR_HUMAN,290,0.00090035034,0.048328858,0.11939307,0,0,0
CCL22,CCL22_HUMAN,93,0.008478557,0.00031193712,0.089515366,0,0,0
PEX7,PEX7_HUMAN,323,0.0010615103,0.002014196,0.2445508,0,0,0
KPNA4,IMA3_HUMAN,521,0.24445835,0.70149994,0.70667905,0,46,263
SLN,SARCO_HUMAN,31,5.758363e-06,0.00012676654,0.013392655,0,0,0
TRIM38,TRI38_HUMAN,465,0.0013466992,0.016793992,0.07762023,0,0,0
NFIB,NFIB_HUMAN,420,0.15249327,0.27026585,0.41783947,0,0,0
E2F3,E2F3_HUMAN,465,0.6934276,0.5310479,0.63594663,63,65,114
PPP6C,PPP6_HUMAN,305,0.0013194701,0.022330308,0.18467307,0,0,0
WNT10B,WN10B_HUMAN,389,0.07152394,0.013244632,0.11995027,0,0,0
NME4,NDKM_HUMAN,187,0.0033125523,0.0023377591,0.05517333,0,0,0
CES2,EST2_HUMAN,559,0.003553971,0.061046176,0.18110725,0,0,0
PIK3C2B,P3C2B_HUMAN,1634,0.040169556,0.2946017,0.39171726,0,0,0
MAN2B1,MA2B1_HUMAN,1011,0.20634632,0.0404178,0.17544019,0,0,0
WNT7A,WNT7A_HUMAN,349,0.3700921,0.03082515,0.32225066,0,0,0
FBP2,F16P2_HUMAN,339,0.008580601,0.4343419,0.23914807,0,0,0
UBE2C,UBE2C_HUMAN,179,0.09989389,0.45680213,0.3742261,0,33,0
ACACB,ACACB_HUMAN,2458,0.035911288,0.5238183,0.3198467,0,0,0
PDXK,PDXK_HUMAN,312,0.0009942229,0.010846995,0.10045423,0,0,0
SCD,SCD_HUMAN,359,0.00058228907,0.0026793352,0.03747071,0,0,0
DLGAP1,DLGP1_HUMAN,977,0.48690313,0.590694,0.4992602,0,159,56
SH2B2,SH2B2_HUMAN,632,0.087811954,0.380327,0.3792551,0,0,0
CLDN4,CLD4_HUMAN,209,0.04702284,0.058216423,0.05531307,0,0,0
PLPP1,PLPP1_HUMAN,284,0.00025419673,0.0012937343,0.051027197,0,0,0
PLPP3,PLPP3_HUMAN,311,0.0004181512,0.072759196,0.06266323,0,0,0
ARID1A,ARI1A_HUMAN,2285,0.97664815,0.75242066,0.90767443,1082,894,1528
BHLHE40,BHE40_HUMAN,412,0.23279727,0.37965193,0.42219138,0,0,0
SOCS2,SOCS2_HUMAN,198,0.05816837,0.13622625,0.1411583,0,0,0
NRG2,NRG2_HUMAN,850,0.6930857,0.5428871,0.5870976,93,34,57
SOCS7,SOCS7_HUMAN,581,0.4935626,0.073614776,0.45223823,39,0,0
ADGRB1,AGRB1_HUMAN,1584,0.42857456,0.5294055,0.6163541,34,56,200
CDK2AP1,CDKA1_HUMAN,115,0.21410353,0.38358885,0.41929293,0,0,0
AQP7,AQP7_HUMAN,342,0.76162827,0.03782322,0.23786092,102,0,0
SDHD,DHSD_HUMAN,159,9.37071e-05,2.0725008e-06,0.011139413,0,0,0
PTPRT,PTPRT_HUMAN,1441,0.01716061,0.27369124,0.2688726,0,0,0
C2CD2L,C2C2L_HUMAN,706,0.45938668,0.15814362,0.26783475,0,0,0
NEMP1,NEMP1_HUMAN,444,0.08250331,0.20260811,0.21394956,0,0,0
ASTN1,ASTN1_HUMAN,1302,0.18389565,0.21148849,0.2888268,0,0,0
FCHO1,FCHO1_HUMAN,889,0.30345407,0.5824892,0.39961544,0,36,0
CUX2,CUX2_HUMAN,1486,0.73528945,0.7556968,0.66997904,151,480,203
TXNDC9,TXND9_HUMAN,226,0.09633793,0.14736113,0.29712588,0,0,0
DPYSL4,DPYL4_HUMAN,572,0.0018831625,0.111263774,0.39224046,0,0,0
SOCS3,SOCS3_HUMAN,225,0.01969177,0.20618877,0.2362332,0,0,0
SOCS6,SOCS6_HUMAN,535,0.022158382,0.17436193,0.2614197,0,0,0
GAPDHS,G3PT_HUMAN,408,0.07956119,0.5878174,0.49603558,0,74,63
HSPB6,HSPB6_HUMAN,160,0.0018258275,0.8273401,0.59320104,0,81,51
ARHGAP33,RHG33_HUMAN,1287,0.26422137,0.56137806,0.50777936,0,39,74
NDUFAB1,ACPM_HUMAN,156,0.020522693,0.029664824,0.2738407,0,0,0
CYB561D2,C56D2_HUMAN,222,0.006593828,0.00022941963,0.014760536,0,0,0
DYNC1I1,DC1I1_HUMAN,645,0.12879875,0.47281328,0.52589333,0,39,52
CIT,CTRO_HUMAN,2027,0.4659925,0.90276545,0.5275153,0,870,47
COPE,COPE_HUMAN,308,0.04973697,0.20324771,0.2125369,0,0,0
RFXANK,RFXK_HUMAN,260,0.027190428,0.7091054,0.32643247,0,94,0
NCAN,NCAN_HUMAN,1321,0.14502402,0.118835196,0.4411047,0,0,0
CTDSP2,CTDS2_HUMAN,271,0.001030238,0.03277885,0.095598385,0,0,0
UTY,UTY_HUMAN,1347,0.30590317,0.35868016,0.49070367,0,0,0
GNGT2,GBGT2_HUMAN,69,0.024194945,0.18792136,0.38642278,0,0,0
CDC42EP2,BORG1_HUMAN,210,0.052409828,0.18675092,0.30264524,0,0,0
AP3D1,AP3D1_HUMAN,1153,0.56254756,0.7946837,0.7265392,0,492,281
CCS,CCS_HUMAN,274,0.6350438,0.09939083,0.48096496,109,0,33
CXCL11,CXL11_HUMAN,94,0.0034458474,0.0025468953,0.2304621,0,0,0
CDX4,CDX4_HUMAN,284,0.71157455,0.44281906,0.7691307,75,0,156
ZNF195,ZN195_HUMAN,629,0.59092087,0.02267855,0.6982652,65,0,244
LCE2B,LCE2B_HUMAN,110,0.6587733,0.054139704,0.8169333,110,0,110
ENPP3,ENPP3_HUMAN,875,0.0023740989,0.06590488,0.1188123,0,0,0
ABLIM1,ABLM1_HUMAN,778,0.6632738,0.64636344,0.64484376,76,200,219
DVL1,DVL1_HUMAN,695,0.62702656,0.5337868,0.6105452,80,0,138
DVL2,DVL2_HUMAN,736,0.73977816,0.5631654,0.685367,114,0,214
DNALI1,IDLC_HUMAN,258,0.4519673,0.36568362,0.34365848,0,0,0
CHD1,CHD1_HUMAN,1710,0.6203111,0.70036733,0.60062814,97,238,151
CHD2,CHD2_HUMAN,1828,0.7486795,0.7700759,0.7740487,148,295,381
KCNK3,KCNK3_HUMAN,394,0.3065831,0.14759207,0.260508,32,0,0
GOSR2,GOSR2_HUMAN,212,0.15105519,0.06255026,0.12301675,0,0,0
IRS4,IRS4_HUMAN,1257,0.8527123,0.60539883,0.83241826,202,120,280
TOR1A,TOR1A_HUMAN,332,0.0032671734,0.12524407,0.10403925,0,0,0
TOR1B,TOR1B_HUMAN,336,0.044302993,0.16369718,0.0838983,0,0,0
STX16,STX16_HUMAN,325,0.06911323,0.043459747,0.06768678,0,0,0
PRRG2,TMG2_HUMAN,202,0.072907254,0.00326701,0.14947204,0,0,0
ADAM10,ADA10_HUMAN,748,0.25103697,0.37746045,0.38154095,0,0,0
ABCD4,ABCD4_HUMAN,606,0.005813515,0.06457806,0.08225696,0,0,0
EI24,EI24_HUMAN,340,0.0046974425,0.014077636,0.07809834,0,0,0
ENC1,ENC1_HUMAN,589,0.0011382032,0.24726701,0.30710825,0,0,0
PTGES,PTGES_HUMAN,152,0.00090019964,0.0016946059,0.026625823,0,0,0
KMT2D,KMT2D_HUMAN,5537,0.94649285,0.6492554,0.8708092,578,125,1712
ITGB1BP1,ITBP1_HUMAN,200,0.046424486,0.037554406,0.20792767,0,0,0
TRDMT1,TRDMT_HUMAN,391,0.008776165,0.048509162,0.32502216,0,0,0
APAF1,APAF_HUMAN,1248,0.0037567504,0.23476402,0.2995313,0,0,0
RIOK3,RIOK3_HUMAN,519,0.18653049,0.6124014,0.5770763,0,75,70
IMPA2,IMPA2_HUMAN,288,0.07734381,0.07478656,0.14028558,0,0,0
MAP2K7,MP2K7_HUMAN,419,0.5875276,0.5299972,0.6009667,45,0,45
ACOT8,ACOT8_HUMAN,319,0.00047733626,0.08011305,0.27379546,0,0,0
CDIPT,CDIPT_HUMAN,213,0.013253597,0.0013698324,0.035809416,0,0,0
PDCD5,PDCD5_HUMAN,125,0.22663757,0.5202805,0.5360239,0,44,35
PRMT5,ANM5_HUMAN,637,0.0021375357,0.12594631,0.14177525,0,0,0
NHERF1,NHRF1_HUMAN,358,0.5709828,0.49338356,0.6715252,39,38,154
TERT,TERT_HUMAN,1132,0.00087887107,0.018351551,0.07048927,0,0,0
HSD17B6,H17B6_HUMAN,317,0.002594178,0.0017907567,0.106770515,0,0,0
CHEK1,CHK1_HUMAN,476,0.013016798,0.38246307,0.5651754,0,0,31
TNFRSF10B,TR10B_HUMAN,440,0.19438237,0.12978272,0.15507276,0,0,0
GABRD,GBRD_HUMAN,452,0.007866511,0.00088084536,0.047012806,0,0,0
MEIS2,MEIS2_HUMAN,477,0.6550375,0.6475883,0.82084495,120,80,261
ZNF213,ZN213_HUMAN,459,0.24472663,0.18534496,0.49488154,0,0,0
FPGT,FPGT_HUMAN,607,0.011263518,0.09701027,0.27753568,0,0,0
TPP1,TPP1_HUMAN,563,0.004607816,0.011681321,0.0867243,0,0,0
GNB5,GNB5_HUMAN,395,0.046426456,0.06840752,0.3575973,0,0,0
TCERG1,TCRG1_HUMAN,1098,0.9577616,0.9229826,0.9124327,380,665,751
NDC80,NDC80_HUMAN,642,0.46610713,0.7069223,0.46161062,0,190,0
KIF3C,KIF3C_HUMAN,793,0.591832,0.72709376,0.62043893,31,183,107
NRP1,NRP1_HUMAN,923,0.15784688,0.0773625,0.3191485,0,0,0
TNPO2,TNPO2_HUMAN,897,0.022763718,0.87602746,0.5432575,0,245,0
TNFSF11,TNF11_HUMAN,317,0.0073530204,0.045414142,0.17585088,0,0,0
APOL1,APOL1_HUMAN,398,0.04343813,0.09469292,0.12555058,0,0,0
HS3ST1,HS3S1_HUMAN,307,0.000105754574,0.00057099544,0.022263434,0,0,0
MSTN,GDF8_HUMAN,375,0.043975167,0.19795367,0.17471582,0,0,0
UNC13B,UN13B_HUMAN,1591,0.12289546,0.43624157,0.3648526,0,0,0
SH2D1B,SH21B_HUMAN,132,0.0015418248,0.34659654,0.23401284,0,0,0
TNFRSF10C,TR10C_HUMAN,259,0.5428076,0.045096666,0.51711243,62,0,55
POLR3A,RPC1_HUMAN,1390,0.15895793,0.61204654,0.41853905,0,199,0
TAAR5,TAAR5_HUMAN,337,0.0012975364,2.5503052e-05,0.0059077935,0,0,0
MRAS,RASM_HUMAN,208,0.00012987516,0.6003181,0.2304956,0,0,0
CPLX1,CPLX1_HUMAN,134,0.2167792,0.48855323,0.6600276,0,66,134
PHOX2A,PHX2A_HUMAN,284,0.44518432,0.31942013,0.44725952,46,0,0
CAPN9,CAN9_HUMAN,690,0.055989422,0.5188474,0.29429355,0,89,0
TSPAN4,TSN4_HUMAN,238,0.00076233014,1.6960973e-07,0.0053058304,0,0,0
PSMA7,PSA7_HUMAN,248,0.10368536,0.6320399,0.47020975,0,170,0
RASGRF2,RGRF2_HUMAN,1237,0.28287014,0.7516518,0.56334376,0,166,52
SCAMP3,SCAM3_HUMAN,347,0.3423725,0.52004355,0.5511123,0,0,0
PPEF1,PPE1_HUMAN,653,0.0030976941,0.21516545,0.13784404,0,0,0
PPEF2,PPE2_HUMAN,753,0.09728766,0.3939049,0.2214916,0,0,0
PHYH,PAHX_HUMAN,338,0.018183548,0.17570762,0.2005575,0,0,0
TNFRSF13B,TR13B_HUMAN,293,0.045135237,0.00034419142,0.027027573,0,0,0
OPLAH,OPLA_HUMAN,1288,0.44128928,0.40120935,0.31136626,0,0,0
FFAR1,FFAR1_HUMAN,300,0.0008321383,2.7087694e-07,0.0055389605,0,0,0
FFAR3,FFAR3_HUMAN,346,0.038787372,2.4187677e-05,0.037619576,0,0,0
AIM2,AIM2_HUMAN,343,0.01964455,0.65307033,0.54000735,0,121,59
SLC30A4,ZNT4_HUMAN,429,0.114621975,0.07613421,0.14375572,0,0,0
BACH1,BACH1_HUMAN,736,0.32222402,0.32983124,0.20618708,0,0,0
BCKDK,BCKD_HUMAN,412,0.0038810465,0.23633035,0.16805714,0,0,0
IFIT3,IFIT3_HUMAN,490,0.013512,0.34631813,0.28836423,0,0,0
MGST3,MGST3_HUMAN,152,0.0009281939,0.0007521245,0.026218817,0,0,0
GEMIN2,GEMI2_HUMAN,280,0.19718614,0.087719105,0.26690897,0,0,0
TM4SF5,T4S5_HUMAN,197,0.18374786,5.6643556e-05,0.030304149,0,0,0
IRF6,IRF6_HUMAN,467,0.08995753,0.54816926,0.5117749,0,52,52
KLF11,KLF11_HUMAN,512,0.2849676,0.26500082,0.7042652,0,0,118
WNT9A,WNT9A_HUMAN,365,0.13519087,0.039476626,0.18480644,0,0,0
WNT9B,WNT9B_HUMAN,357,0.009463547,0.00031953584,0.03624941,0,0,0
TAX1BP3,TX1B3_HUMAN,124,0.07951005,0.08216189,0.4468534,0,0,0
GIPC1,GIPC1_HUMAN,333,0.61261547,0.5246679,0.62064713,55,0,168
LIN7A,LIN7A_HUMAN,233,0.3104285,0.2865687,0.6474852,30,0,43
PCDH17,PCD17_HUMAN,1159,0.47859144,0.38338408,0.40151605,0,0,0
IKBKB,IKKB_HUMAN,756,0.3789701,0.3151843,0.5205659,0,0,0
RGS12,RGS12_HUMAN,1447,0.4182024,0.28213137,0.4865771,0,0,0
TIMM23,TIM23_HUMAN,209,0.25341356,0.015747244,0.15623492,0,0,0
FSCN2,FSCN2_HUMAN,492,0.17538495,0.13538143,0.41809243,0,0,0
HAT1,HAT1_HUMAN,419,0.0065958835,0.45426196,0.21922043,0,0,0
NCR3,NCTR3_HUMAN,201,1.3306804e-05,9.838631e-08,0.0038479231,0,0,0
UBE2L6,UB2L6_HUMAN,153,0.0013098348,0.23875543,0.16172495,0,0,0
CASK,CSKP_HUMAN,926,0.13229644,0.703466,0.67071664,0,123,262
PLD2,PLD2_HUMAN,933,0.15277565,0.15871957,0.1356224,0,0,0
EREG,EREG_HUMAN,169,0.0008086093,2.6990496e-05,0.03523875,0,0,0
TFEC,TFEC_HUMAN,347,0.42137203,0.5429207,0.4752933,41,0,0
UQCRQ,QCR8_HUMAN,82,0.00015336616,0.0004035305,0.046634402,0,0,0
MYL12B,ML12B_HUMAN,172,0.08459307,0.641232,0.49247557,0,36,0
CASQ2,CASQ2_HUMAN,399,0.01423536,0.58034843,0.466525,0,187,0
LECT2,LECT2_HUMAN,151,0.0045992616,0.00011779721,0.1258589,0,0,0
HGS,HGS_HUMAN,777,0.8924546,0.68228525,0.87340957,325,267,369
AURKA,AURKA_HUMAN,403,0.030084005,0.5159091,0.53115124,0,0,33
RAB29,RAB7L_HUMAN,203,2.5101714e-05,0.3521462,0.15549615,0,0,0
CLGN,CLGN_HUMAN,610,0.42913213,0.4544658,0.5895469,37,31,116
VPS26C,VP26C_HUMAN,297,0.0005737447,0.1900947,0.1987415,0,0,0
PPP1R12A,MYPT1_HUMAN,1030,0.7837023,0.7981695,0.7329043,142,435,418
SLC27A2,S27A2_HUMAN,620,0.0063873776,0.11462716,0.15862331,0,0,0
GAK,GAK_HUMAN,1311,0.40386453,0.50331414,0.7141821,31,0,174
AZIN1,AZIN1_HUMAN,448,0.0002823797,0.022227878,0.13695732,0,0,0
ZNF263,ZN263_HUMAN,683,0.45467058,0.0048636943,0.68406737,0,0,214
HNRNPDL,HNRDL_HUMAN,420,0.9914118,0.88895416,0.8995322,111,216,275
XPO1,XPO1_HUMAN,1071,0.017408008,0.6411815,0.5155364,0,0,31
BTAF1,BTAF1_HUMAN,1849,0.1039227,0.7617405,0.64432025,0,324,157
ATP2A1,AT2A1_HUMAN,1001,0.16962337,0.64673,0.41784173,0,143,0
PIP5K1B,PI51B_HUMAN,540,0.02140867,0.45246902,0.28863174,0,0,0
SYN3,SYN3_HUMAN,580,0.74738586,0.299464,0.7502193,113,0,132
ARHGEF10,ARHGA_HUMAN,1369,0.40963373,0.64064306,0.6886488,0,165,114
ZNF609,ZN609_HUMAN,1411,0.6758474,0.64734966,0.74548906,128,409,584
ZNF646,ZN646_HUMAN,1832,0.3644068,0.55327135,0.6613788,0,58,312
PDZD2,PDZD2_HUMAN,2839,0.43717605,0.61017257,0.70622796,0,0,560
SPTBN2,SPTN2_HUMAN,2390,0.44983235,0.7272918,0.48855338,0,421,34
MAST4,MAST4_HUMAN,2623,0.5830539,0.7481104,0.65591896,38,184,308
SEC16A,SC16A_HUMAN,2357,0.9207929,0.6337435,0.7686572,283,253,357
PLXNB2,PLXB2_HUMAN,1838,0.037271112,0.37821394,0.43852085,0,0,0
AREL1,AREL1_HUMAN,823,0.0023022522,0.14977905,0.15147778,0,0,0
TECPR2,TCPR2_HUMAN,1411,0.00511952,0.103098646,0.24043855,0,0,0
SEMA3E,SEM3E_HUMAN,775,0.016695384,0.114978716,0.171141,0,0,0
U2SURP,SR140_HUMAN,1029,0.3591225,0.7225604,0.6981779,0,135,206
SETD1A,SET1A_HUMAN,1707,0.77225626,0.735941,0.79584086,312,447,680
N4BP3,N4BP3_HUMAN,544,0.5850273,0.24349412,0.1542672,143,0,0
KDM6B,KDM6B_HUMAN,1643,0.3136309,0.482915,0.55289996,0,0,36
PER2,PER2_HUMAN,1255,0.43835154,0.51246005,0.71422017,66,0,178
SYNJ2,SYNJ2_HUMAN,1496,0.5877677,0.7302972,0.68647075,81,304,360
ZBTB39,ZBT39_HUMAN,712,0.016871968,0.5344069,0.33607095,0,36,0
SYNM,SYNEM_HUMAN,1565,0.74177885,0.9152668,0.6670734,230,740,443
ZBTB5,ZBTB5_HUMAN,677,0.4095413,0.43926853,0.44998127,52,0,40
KIF3B,KIF3B_HUMAN,747,0.49389476,0.72287977,0.628626,37,78,62
PFAS,PUR4_HUMAN,1338,0.22409678,0.32604536,0.3656363,0,0,0
MCF2L,MCF2L_HUMAN,1137,0.34588522,0.5081447,0.56674194,32,0,84
ADAMTS3,ATS3_HUMAN,1205,0.31986693,0.3424949,0.5229133,0,0,34
DCLK1,DCLK1_HUMAN,740,0.265206,0.51487935,0.5826237,0,0,55
CEP290,CE290_HUMAN,2479,0.6033155,0.8986362,0.5198734,137,2081,53
SNPH,SNPH_HUMAN,494,0.6945013,0.6284834,0.57809985,47,32,33
ERC2,ERC2_HUMAN,957,0.80380994,0.82734,0.67804307,197,482,141
ANKRD28,ANR28_HUMAN,1053,0.048833676,0.88729095,0.59778625,0,764,215
ARHGEF11,ARHGB_HUMAN,1522,0.48988217,0.72631633,0.6698589,32,136,132
PRORP,MRPP3_HUMAN,583,0.0059853722,0.09642212,0.14551619,0,0,0
SMAD7,SMAD7_HUMAN,426,0.28893155,0.079309896,0.19496322,0,0,0
CHUK,IKKA_HUMAN,745,0.037660103,0.40867096,0.49834782,0,0,54
LSM1,LSM1_HUMAN,133,0.012401676,0.5653797,0.59105694,0,0,42
FYB1,FYB1_HUMAN,783,0.8012252,0.75015587,0.80185854,135,347,687
NPC1,NPC1_HUMAN,1278,0.0027517595,0.0039047487,0.104783274,0,0,0
TBX3,TBX3_HUMAN,743,0.4696586,0.6306608,0.6891902,41,119,190
AGPAT2,PLCB_HUMAN,278,0.0144364815,0.04433571,0.20358026,0,0,0
DEGS1,DEGS1_HUMAN,323,0.00017506503,0.0015303944,0.048433308,0,0,0
ANGPT2,ANGP2_HUMAN,496,0.17893288,0.21451521,0.35213977,0,0,0
SCAMP1,SCAM1_HUMAN,338,0.22013,0.5177176,0.6110755,0,46,107
SCAMP2,SCAM2_HUMAN,329,0.24002218,0.37769452,0.6812958,0,0,87
NPFF,NPFF_HUMAN,113,0.0031446838,1.5142149e-06,0.017758336,0,0,0
KPNA5,IMA6_HUMAN,539,0.32997036,0.78159165,0.67207587,0,114,128
ARPC1B,ARC1B_HUMAN,372,0.00056334387,0.0048652096,0.32389143,0,0,0
ARPC2,ARPC2_HUMAN,300,0.0014412256,0.6037483,0.21239492,0,80,0
ARPC3,ARPC3_HUMAN,178,0.0014772064,0.24780908,0.10584959,0,0,0
MUSK,MUSK_HUMAN,869,0.0015599664,0.11549582,0.29093558,0,0,0
MDM4,MDM4_HUMAN,490,0.16334465,0.52132523,0.39375514,0,37,0
BET1,BET1_HUMAN,118,0.38230225,0.22136407,0.31012136,0,0,0
ZBTB7B,ZBT7B_HUMAN,539,0.6321345,0.61924064,0.6568533,79,136,114
POLR1C,RPAC1_HUMAN,346,0.17857918,0.46152395,0.23149264,0,0,0
PLSCR1,PLS1_HUMAN,318,0.90352213,0.5854662,0.8721793,169,78,191
TRIM24,TIF1A_HUMAN,1050,0.7563578,0.7838853,0.83355236,146,175,308
LDLRAD4,LRAD4_HUMAN,306,0.45061117,0.25830728,0.41054064,0,0,0
AXIN1,AXIN1_HUMAN,862,0.53121406,0.5223361,0.53230006,37,35,43
PGRMC2,PGRC2_HUMAN,223,0.355173,0.10970515,0.2562668,0,0,0
TBXT,TBXT_HUMAN,435,0.28056702,0.39640993,0.5036397,0,0,32
CETN3,CETN3_HUMAN,167,0.0007214387,0.23970222,0.20009439,0,0,0
CTDSPL,CTDSL_HUMAN,276,0.00027307804,0.028134976,0.08440511,0,0,0
VILL,VILL_HUMAN,856,0.017916914,0.28219518,0.21022205,0,0,0
EPHB6,EPHB6_HUMAN,1021,0.11195834,0.13733211,0.35367998,0,0,0
SMAD9,SMAD9_HUMAN,467,0.098157994,0.1094564,0.16560502,0,0,0
ADAMDEC1,ADEC1_HUMAN,470,0.12158964,0.16170438,0.15525474,0,0,0
UBD,UBD_HUMAN,165,0.0016143853,0.0046660397,0.1068676,0,0,0
ZBTB22,ZBT22_HUMAN,634,0.5871682,0.4615678,0.72430134,36,33,142
RGL2,RGL2_HUMAN,777,0.26742595,0.1761457,0.3637229,0,0,0
PFDN6,PFD6_HUMAN,129,0.06914623,0.13310309,0.34998494,0,0,0
WDR46,WDR46_HUMAN,610,0.010956696,0.40648738,0.4521281,0,0,0
GSTA4,GSTA4_HUMAN,222,0.0030239646,0.008994126,0.18443167,0,0,0
NKRF,NKRF_HUMAN,690,0.52673805,0.69588363,0.6729878,0,428,401
GNPAT,GNPAT_HUMAN,680,0.0011249786,0.036048423,0.09920974,0,0,0
KMO,KMO_HUMAN,486,1.96083e-05,0.0013557734,0.09529993,0,0,0
LAMA5,LAMA5_HUMAN,3695,0.34996122,0.7297195,0.32065165,0,251,0
ZNF185,ZN185_HUMAN,689,0.76080996,0.66355366,0.71955234,115,84,297
MATN3,MATN3_HUMAN,486,0.49529257,0.17694363,0.39543658,0,0,0
CASC3,CASC3_HUMAN,703,0.8060721,0.6683639,0.8416775,424,311,609
NDUFA1,NDUA1_HUMAN,70,0.00055528455,0.00084478315,0.0437722,0,0,0
VGF,VGF_HUMAN,615,0.67465055,0.6576079,0.69077873,85,142,268
LEPROT,OBRG_HUMAN,131,0.00025212846,0.00012164359,0.017615778,0,0,0
SLC22A2,S22A2_HUMAN,555,0.0002826545,0.013400557,0.04224231,0,0,0
SLC22A1,S22A1_HUMAN,554,0.00013047385,0.0036483668,0.03410118,0,0,0
CLIC2,CLIC2_HUMAN,247,0.0023329111,0.10475203,0.16166858,0,0,0
ACOX3,ACOX3_HUMAN,700,0.002552131,0.231716,0.12102006,0,0,0
RER1,RER1_HUMAN,196,0.0005086167,0.0031697028,0.05588662,0,0,0
NPHP1,NPHP1_HUMAN,732,0.13686565,0.71068114,0.655733,0,118,123
SURF4,SURF4_HUMAN,269,0.016419541,0.016568458,0.048601456,0,0,0
DEFB4A,DFB4A_HUMAN,64,5.18938e-05,3.1269206e-05,0.051908184,0,0,0
MAPK13,MK13_HUMAN,365,0.0010045388,0.41449055,0.4011646,0,0,0
ATXN7,ATX7_HUMAN,892,0.79799473,0.53758395,0.7126541,75,0,135
SHOX,SHOX_HUMAN,292,0.2541555,0.3855497,0.6444582,0,0,101
SPTLC1,SPTC1_HUMAN,473,0.100662984,0.20981607,0.22508249,0,0,0
SPTLC2,SPTC2_HUMAN,562,0.4506589,0.277883,0.3183203,0,0,0
TCAP,TELT_HUMAN,167,0.1692793,0.0034597125,0.13894664,0,0,0
FANCG,FANCG_HUMAN,622,0.016095791,0.048160456,0.07099901,0,0,0
OGT,OGT1_HUMAN,1046,0.13773538,0.7295996,0.6867169,0,212,316
ALOX15B,LX15B_HUMAN,676,0.22407067,0.22843444,0.2530361,0,0,0
PPM1D,PPM1D_HUMAN,605,0.032704398,0.2424744,0.37521333,0,0,0
GRM6,GRM6_HUMAN,877,0.054326702,0.024524633,0.17939568,0,0,0
SIVA1,SIVA_HUMAN,175,0.05946812,0.06498885,0.18214746,0,0,0
PMM2,PMM2_HUMAN,246,0.0011784377,0.13097163,0.17821878,0,0,0
RAD51B,RA51B_HUMAN,384,0.00093762355,0.3266627,0.24252756,0,0,0
POLR3G,RPC7_HUMAN,223,0.32454354,0.6243497,0.67868525,0,171,119
INPP4B,INP4B_HUMAN,924,0.014556663,0.26416203,0.20534107,0,0,0
ATP6V0E1,VA0E1_HUMAN,81,9.7887685e-05,1.3733943e-05,0.01977745,0,0,0
MID1,TRI18_HUMAN,667,0.02877303,0.18102403,0.17811102,0,0,0
HMGB3,HMGB3_HUMAN,200,0.011443216,0.64982045,0.7520868,0,91,200
TP73,P73_HUMAN,636,0.59152734,0.6212204,0.6724637,0,59,176
FOXN1,FOXN1_HUMAN,648,0.5296165,0.43327457,0.6481223,52,0,80
GPR37,GPR37_HUMAN,613,0.040093683,2.405015e-05,0.02098511,0,0,0
PPM1G,PPM1G_HUMAN,546,0.4032499,0.5691706,0.59998995,0,79,136
INPPL1,SHIP2_HUMAN,1258,0.09491956,0.57018864,0.50144976,0,77,62
FANCA,FANCA_HUMAN,1455,0.012674798,0.116203114,0.06878938,0,0,0
SOX12,SOX12_HUMAN,315,0.643186,0.60885495,0.7496609,92,0,230
